id;categoria;tema;dificuldade;cenario;pergunta;alternativa_a;alternativa_b;alternativa_c;alternativa_d;resposta_correta;explicacao;sinal_de_risco;nivel_alerta;pontos;tempo_segundos;ativo
149;Engenharia social;Brinde em evento;Difícil;Em um atendimento interno, um expositor oferece brinde em troca do e-mail corporativo e informações do sistema usado.;O que o colaborador deve fazer para evitar o golpe?;Passar dados por telefone para resolver mais rápido.;Liberar entrada porque a pessoa parece estar com pressa.;Compartilhar somente dados públicos e evitar detalhes técnicos da empresa.;Enviar print de tela para ajudar o suposto suporte.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: troca de benefício por dados internos.;troca de benefício por dados internos;Alerta Vermelho;20;60;sim
150;Engenharia social;Brinde em evento;Difícil;Você está analisando uma solicitação: um expositor oferece brinde em troca do e-mail corporativo e informações do sistema usado.;Qual decisão demonstra melhor comportamento de segurança?;Compartilhar somente dados públicos e evitar detalhes técnicos da empresa.;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;Responder rapidamente para não atrasar a operação.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: troca de benefício por dados internos.;troca de benefício por dados internos;Alerta Vermelho;20;60;sim
151;Senhas e MFA;MFA inesperado;Fácil;Seu celular recebe várias solicitações de MFA sem você tentar login.;Qual é a atitude mais segura nessa situação?;Aprovar qualquer notificação MFA para liberar o acesso.;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;Negar as solicitações, trocar a senha e avisar a TI.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: bombardeio de MFA.;bombardeio de MFA;Alerta Amarelo;10;35;sim
152;Senhas e MFA;MFA inesperado;Médio;No ambiente corporativo, seu celular recebe várias solicitações de MFA sem você tentar login.;Antes de seguir, qual ação reduz melhor o risco?;Reutilizar a mesma senha em sistemas diferentes.;Negar as solicitações, trocar a senha e avisar a TI.;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: bombardeio de MFA.;bombardeio de MFA;Alerta Laranja;15;45;sim
153;Senhas e MFA;MFA inesperado;Médio;Durante a rotina de trabalho, seu celular recebe várias solicitações de MFA sem você tentar login.;Qual resposta mantém o processo corporativo seguro?;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Negar as solicitações, trocar a senha e avisar a TI.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: bombardeio de MFA.;bombardeio de MFA;Alerta Laranja;15;45;sim
154;Senhas e MFA;MFA inesperado;Difícil;Em um atendimento interno, seu celular recebe várias solicitações de MFA sem você tentar login.;O que o colaborador deve fazer para evitar o golpe?;Executar o pedido e revisar a segurança depois.;Negar as solicitações, trocar a senha e avisar a TI.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: bombardeio de MFA.;bombardeio de MFA;Alerta Vermelho;20;60;sim
155;Senhas e MFA;MFA inesperado;Difícil;Você está analisando uma solicitação: seu celular recebe várias solicitações de MFA sem você tentar login.;Qual decisão demonstra melhor comportamento de segurança?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Negar as solicitações, trocar a senha e avisar a TI.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: bombardeio de MFA.;bombardeio de MFA;Alerta Vermelho;20;60;sim
156;Senhas e MFA;Senha compartilhada;Fácil;Um colega pede sua senha para acessar um relatório enquanto você está fora.;Qual é a atitude mais segura nessa situação?;Responder rapidamente para não atrasar a operação.;Recusar e solicitar acesso individual para o colega.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de compartilhamento de credencial.;pedido de compartilhamento de credencial;Alerta Amarelo;10;35;sim
157;Senhas e MFA;Senha compartilhada;Médio;No ambiente corporativo, um colega pede sua senha para acessar um relatório enquanto você está fora.;Antes de seguir, qual ação reduz melhor o risco?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Recusar e solicitar acesso individual para o colega.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de compartilhamento de credencial.;pedido de compartilhamento de credencial;Alerta Laranja;15;45;sim
158;Senhas e MFA;Senha compartilhada;Médio;Durante a rotina de trabalho, um colega pede sua senha para acessar um relatório enquanto você está fora.;Qual resposta mantém o processo corporativo seguro?;Confiar apenas no nome exibido na mensagem.;Recusar e solicitar acesso individual para o colega.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de compartilhamento de credencial.;pedido de compartilhamento de credencial;Alerta Laranja;15;45;sim
159;Senhas e MFA;Senha compartilhada;Difícil;Em um atendimento interno, um colega pede sua senha para acessar um relatório enquanto você está fora.;O que o colaborador deve fazer para evitar o golpe?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;Recusar e solicitar acesso individual para o colega.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de compartilhamento de credencial.;pedido de compartilhamento de credencial;Alerta Vermelho;20;60;sim
160;Senhas e MFA;Senha compartilhada;Difícil;Você está analisando uma solicitação: um colega pede sua senha para acessar um relatório enquanto você está fora.;Qual decisão demonstra melhor comportamento de segurança?;Aprovar qualquer notificação MFA para liberar o acesso.;Recusar e solicitar acesso individual para o colega.;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de compartilhamento de credencial.;pedido de compartilhamento de credencial;Alerta Vermelho;20;60;sim
161;Senhas e MFA;Senha reutilizada;Fácil;Você usa a mesma senha do e-mail corporativo em uma loja online.;Qual é a atitude mais segura nessa situação?;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Criar senha única para cada serviço usando gerenciador aprovado.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reutilização de senha entre serviços.;reutilização de senha entre serviços;Alerta Amarelo;10;35;sim
162;Senhas e MFA;Senha reutilizada;Médio;No ambiente corporativo, você usa a mesma senha do e-mail corporativo em uma loja online.;Antes de seguir, qual ação reduz melhor o risco?;Assumir que é seguro porque a mensagem parece profissional.;Criar senha única para cada serviço usando gerenciador aprovado.;Aprovar qualquer notificação MFA para liberar o acesso.;Anotar senha em bloco de notas ou papel visível.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reutilização de senha entre serviços.;reutilização de senha entre serviços;Alerta Laranja;15;45;sim
163;Senhas e MFA;Senha reutilizada;Médio;Durante a rotina de trabalho, você usa a mesma senha do e-mail corporativo em uma loja online.;Qual resposta mantém o processo corporativo seguro?;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Criar senha única para cada serviço usando gerenciador aprovado.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reutilização de senha entre serviços.;reutilização de senha entre serviços;Alerta Laranja;15;45;sim
164;Senhas e MFA;Senha reutilizada;Difícil;Em um atendimento interno, você usa a mesma senha do e-mail corporativo em uma loja online.;O que o colaborador deve fazer para evitar o golpe?;Enviar o código de autenticação para o suposto suporte.;Criar senha única para cada serviço usando gerenciador aprovado.;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reutilização de senha entre serviços.;reutilização de senha entre serviços;Alerta Vermelho;20;60;sim
165;Senhas e MFA;Senha reutilizada;Difícil;Você está analisando uma solicitação: você usa a mesma senha do e-mail corporativo em uma loja online.;Qual decisão demonstra melhor comportamento de segurança?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Criar senha única para cada serviço usando gerenciador aprovado.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: reutilização de senha entre serviços.;reutilização de senha entre serviços;Alerta Vermelho;20;60;sim
166;Senhas e MFA;Código de recuperação;Fácil;Suporte externo pede seus códigos de recuperação para validar identidade.;Qual é a atitude mais segura nessa situação?;Reutilizar a mesma senha em sistemas diferentes.;Não compartilhar códigos e validar o suporte por chamado interno.;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de códigos de recuperação.;pedido de códigos de recuperação;Alerta Amarelo;10;35;sim
167;Senhas e MFA;Código de recuperação;Médio;No ambiente corporativo, suporte externo pede seus códigos de recuperação para validar identidade.;Antes de seguir, qual ação reduz melhor o risco?;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Não compartilhar códigos e validar o suporte por chamado interno.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de códigos de recuperação.;pedido de códigos de recuperação;Alerta Laranja;15;45;sim
168;Senhas e MFA;Código de recuperação;Médio;Durante a rotina de trabalho, suporte externo pede seus códigos de recuperação para validar identidade.;Qual resposta mantém o processo corporativo seguro?;Executar o pedido e revisar a segurança depois.;Não compartilhar códigos e validar o suporte por chamado interno.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de códigos de recuperação.;pedido de códigos de recuperação;Alerta Laranja;15;45;sim
169;Senhas e MFA;Código de recuperação;Difícil;Em um atendimento interno, suporte externo pede seus códigos de recuperação para validar identidade.;O que o colaborador deve fazer para evitar o golpe?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Não compartilhar códigos e validar o suporte por chamado interno.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de códigos de recuperação.;pedido de códigos de recuperação;Alerta Vermelho;20;60;sim
170;Senhas e MFA;Código de recuperação;Difícil;Você está analisando uma solicitação: suporte externo pede seus códigos de recuperação para validar identidade.;Qual decisão demonstra melhor comportamento de segurança?;Encaminhar o caso para um colega resolver sem registrar.;Não compartilhar códigos e validar o suporte por chamado interno.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de códigos de recuperação.;pedido de códigos de recuperação;Alerta Vermelho;20;60;sim
171;Senhas e MFA;Dispositivo público;Fácil;Você precisa acessar sistema corporativo em computador de hotel ou lan house.;Qual é a atitude mais segura nessa situação?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;"Evitar o acesso; se inevitável, usar método aprovado e trocar credenciais depois.";D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: acesso em dispositivo não confiável.;acesso em dispositivo não confiável;Alerta Amarelo;10;35;sim
172;Senhas e MFA;Dispositivo público;Médio;No ambiente corporativo, você precisa acessar sistema corporativo em computador de hotel ou lan house.;Antes de seguir, qual ação reduz melhor o risco?;Confiar apenas no nome exibido na mensagem.;"Evitar o acesso; se inevitável, usar método aprovado e trocar credenciais depois.";Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: acesso em dispositivo não confiável.;acesso em dispositivo não confiável;Alerta Laranja;15;45;sim
173;Senhas e MFA;Dispositivo público;Médio;Durante a rotina de trabalho, você precisa acessar sistema corporativo em computador de hotel ou lan house.;Qual resposta mantém o processo corporativo seguro?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;"Evitar o acesso; se inevitável, usar método aprovado e trocar credenciais depois.";D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: acesso em dispositivo não confiável.;acesso em dispositivo não confiável;Alerta Laranja;15;45;sim
174;Senhas e MFA;Dispositivo público;Difícil;Em um atendimento interno, você precisa acessar sistema corporativo em computador de hotel ou lan house.;O que o colaborador deve fazer para evitar o golpe?;Aprovar qualquer notificação MFA para liberar o acesso.;"Evitar o acesso; se inevitável, usar método aprovado e trocar credenciais depois.";Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: acesso em dispositivo não confiável.;acesso em dispositivo não confiável;Alerta Vermelho;20;60;sim
175;Senhas e MFA;Dispositivo público;Difícil;Você está analisando uma solicitação: você precisa acessar sistema corporativo em computador de hotel ou lan house.;Qual decisão demonstra melhor comportamento de segurança?;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;"Evitar o acesso; se inevitável, usar método aprovado e trocar credenciais depois.";D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: acesso em dispositivo não confiável.;acesso em dispositivo não confiável;Alerta Vermelho;20;60;sim
176;Senhas e MFA;Conta genérica;Fácil;A equipe usa um único login compartilhado para acessar sistema crítico.;Qual é a atitude mais segura nessa situação?;Assumir que é seguro porque a mensagem parece profissional.;Migrar para contas individuais com permissões controladas.;Aprovar qualquer notificação MFA para liberar o acesso.;Anotar senha em bloco de notas ou papel visível.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: conta compartilhada sem rastreabilidade.;conta compartilhada sem rastreabilidade;Alerta Amarelo;10;35;sim
177;Senhas e MFA;Conta genérica;Médio;No ambiente corporativo, a equipe usa um único login compartilhado para acessar sistema crítico.;Antes de seguir, qual ação reduz melhor o risco?;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Migrar para contas individuais com permissões controladas.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: conta compartilhada sem rastreabilidade.;conta compartilhada sem rastreabilidade;Alerta Laranja;15;45;sim
178;Senhas e MFA;Conta genérica;Médio;Durante a rotina de trabalho, a equipe usa um único login compartilhado para acessar sistema crítico.;Qual resposta mantém o processo corporativo seguro?;Enviar o código de autenticação para o suposto suporte.;Migrar para contas individuais com permissões controladas.;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: conta compartilhada sem rastreabilidade.;conta compartilhada sem rastreabilidade;Alerta Laranja;15;45;sim
179;Senhas e MFA;Conta genérica;Difícil;Em um atendimento interno, a equipe usa um único login compartilhado para acessar sistema crítico.;O que o colaborador deve fazer para evitar o golpe?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Migrar para contas individuais com permissões controladas.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: conta compartilhada sem rastreabilidade.;conta compartilhada sem rastreabilidade;Alerta Vermelho;20;60;sim
180;Senhas e MFA;Conta genérica;Difícil;Você está analisando uma solicitação: a equipe usa um único login compartilhado para acessar sistema crítico.;Qual decisão demonstra melhor comportamento de segurança?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Migrar para contas individuais com permissões controladas.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: conta compartilhada sem rastreabilidade.;conta compartilhada sem rastreabilidade;Alerta Vermelho;20;60;sim
181;Senhas e MFA;Senha fraca;Fácil;Um sistema aceita senha simples como nome da empresa e ano atual.;Qual é a atitude mais segura nessa situação?;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Criar senha longa, única e difícil de adivinhar.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha previsível.;senha previsível;Alerta Amarelo;10;35;sim
182;Senhas e MFA;Senha fraca;Médio;No ambiente corporativo, um sistema aceita senha simples como nome da empresa e ano atual.;Antes de seguir, qual ação reduz melhor o risco?;Executar o pedido e revisar a segurança depois.;Criar senha longa, única e difícil de adivinhar.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha previsível.;senha previsível;Alerta Laranja;15;45;sim
183;Senhas e MFA;Senha fraca;Médio;Durante a rotina de trabalho, um sistema aceita senha simples como nome da empresa e ano atual.;Qual resposta mantém o processo corporativo seguro?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Criar senha longa, única e difícil de adivinhar.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha previsível.;senha previsível;Alerta Laranja;15;45;sim
184;Senhas e MFA;Senha fraca;Difícil;Em um atendimento interno, um sistema aceita senha simples como nome da empresa e ano atual.;O que o colaborador deve fazer para evitar o golpe?;Encaminhar o caso para um colega resolver sem registrar.;Criar senha longa, única e difícil de adivinhar.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha previsível.;senha previsível;Alerta Vermelho;20;60;sim
185;Senhas e MFA;Senha fraca;Difícil;Você está analisando uma solicitação: um sistema aceita senha simples como nome da empresa e ano atual.;Qual decisão demonstra melhor comportamento de segurança?;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;Anotar senha em bloco de notas ou papel visível.;Criar senha longa, única e difícil de adivinhar.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: senha previsível.;senha previsível;Alerta Vermelho;20;60;sim
186;Senhas e MFA;Autopreenchimento suspeito;Fácil;O gerenciador de senhas não preenche em uma página parecida com a oficial.;Qual é a atitude mais segura nessa situação?;Confiar apenas no nome exibido na mensagem.;Não digitar senha e verificar endereço oficial do site.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: página semelhante sem reconhecimento do gerenciador.;página semelhante sem reconhecimento do gerenciador;Alerta Amarelo;10;35;sim
187;Senhas e MFA;Autopreenchimento suspeito;Médio;No ambiente corporativo, o gerenciador de senhas não preenche em uma página parecida com a oficial.;Antes de seguir, qual ação reduz melhor o risco?;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;Não digitar senha e verificar endereço oficial do site.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: página semelhante sem reconhecimento do gerenciador.;página semelhante sem reconhecimento do gerenciador;Alerta Laranja;15;45;sim
188;Senhas e MFA;Autopreenchimento suspeito;Médio;Durante a rotina de trabalho, o gerenciador de senhas não preenche em uma página parecida com a oficial.;Qual resposta mantém o processo corporativo seguro?;Aprovar qualquer notificação MFA para liberar o acesso.;Não digitar senha e verificar endereço oficial do site.;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: página semelhante sem reconhecimento do gerenciador.;página semelhante sem reconhecimento do gerenciador;Alerta Laranja;15;45;sim
189;Senhas e MFA;Autopreenchimento suspeito;Difícil;Em um atendimento interno, o gerenciador de senhas não preenche em uma página parecida com a oficial.;O que o colaborador deve fazer para evitar o golpe?;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Criar senha simples para memorizar com facilidade.;Não digitar senha e verificar endereço oficial do site.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: página semelhante sem reconhecimento do gerenciador.;página semelhante sem reconhecimento do gerenciador;Alerta Vermelho;20;60;sim
190;Senhas e MFA;Autopreenchimento suspeito;Difícil;Você está analisando uma solicitação: o gerenciador de senhas não preenche em uma página parecida com a oficial.;Qual decisão demonstra melhor comportamento de segurança?;Criar senha simples para memorizar com facilidade.;Não digitar senha e verificar endereço oficial do site.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: página semelhante sem reconhecimento do gerenciador.;página semelhante sem reconhecimento do gerenciador;Alerta Vermelho;20;60;sim
191;Senhas e MFA;Troca de celular;Fácil;Você trocou de celular e precisa configurar o aplicativo autenticador.;Qual é a atitude mais segura nessa situação?;Anotar senha em bloco de notas ou papel visível.;Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;Solicitar redefinição pelo fluxo oficial com comprovação adequada.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: migração de MFA sem validação.;migração de MFA sem validação;Alerta Amarelo;10;35;sim
192;Senhas e MFA;Troca de celular;Médio;No ambiente corporativo, você trocou de celular e precisa configurar o aplicativo autenticador.;Antes de seguir, qual ação reduz melhor o risco?;Enviar o código de autenticação para o suposto suporte.;Solicitar redefinição pelo fluxo oficial com comprovação adequada.;Criar senha simples para memorizar com facilidade.;Responder rapidamente para não atrasar a operação.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: migração de MFA sem validação.;migração de MFA sem validação;Alerta Laranja;15;45;sim
193;Senhas e MFA;Troca de celular;Médio;Durante a rotina de trabalho, você trocou de celular e precisa configurar o aplicativo autenticador.;Qual resposta mantém o processo corporativo seguro?;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Solicitar redefinição pelo fluxo oficial com comprovação adequada.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: migração de MFA sem validação.;migração de MFA sem validação;Alerta Laranja;15;45;sim
194;Senhas e MFA;Troca de celular;Difícil;Em um atendimento interno, você trocou de celular e precisa configurar o aplicativo autenticador.;O que o colaborador deve fazer para evitar o golpe?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Solicitar redefinição pelo fluxo oficial com comprovação adequada.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: migração de MFA sem validação.;migração de MFA sem validação;Alerta Vermelho;20;60;sim
195;Senhas e MFA;Troca de celular;Difícil;Você está analisando uma solicitação: você trocou de celular e precisa configurar o aplicativo autenticador.;Qual decisão demonstra melhor comportamento de segurança?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Solicitar redefinição pelo fluxo oficial com comprovação adequada.;D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: migração de MFA sem validação.;migração de MFA sem validação;Alerta Vermelho;20;60;sim
196;Senhas e MFA;Token por print;Fácil;Um colega pede print do token para finalizar uma tarefa.;Qual é a atitude mais segura nessa situação?;Executar o pedido e revisar a segurança depois.;"Nunca enviar token; orientar acesso próprio e registrado.";Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: solicitação de token por imagem.;solicitação de token por imagem;Alerta Amarelo;10;35;sim
197;Senhas e MFA;Token por print;Médio;No ambiente corporativo, um colega pede print do token para finalizar uma tarefa.;Antes de seguir, qual ação reduz melhor o risco?;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;"Nunca enviar token; orientar acesso próprio e registrado.";D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: solicitação de token por imagem.;solicitação de token por imagem;Alerta Laranja;15;45;sim
198;Senhas e MFA;Token por print;Médio;Durante a rotina de trabalho, um colega pede print do token para finalizar uma tarefa.;Qual resposta mantém o processo corporativo seguro?;Encaminhar o caso para um colega resolver sem registrar.;"Nunca enviar token; orientar acesso próprio e registrado.";Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: solicitação de token por imagem.;solicitação de token por imagem;Alerta Laranja;15;45;sim
199;Senhas e MFA;Token por print;Difícil;Em um atendimento interno, um colega pede print do token para finalizar uma tarefa.;O que o colaborador deve fazer para evitar o golpe?;Assumir que é seguro porque a mensagem parece profissional.;Aprovar qualquer notificação MFA para liberar o acesso.;Anotar senha em bloco de notas ou papel visível.;"Nunca enviar token; orientar acesso próprio e registrado.";D;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: solicitação de token por imagem.;solicitação de token por imagem;Alerta Vermelho;20;60;sim
200;Senhas e MFA;Token por print;Difícil;Você está analisando uma solicitação: um colega pede print do token para finalizar uma tarefa.;Qual decisão demonstra melhor comportamento de segurança?;Anotar senha em bloco de notas ou papel visível.;"Nunca enviar token; orientar acesso próprio e registrado.";Reutilizar a mesma senha em sistemas diferentes.;Enviar o código de autenticação para o suposto suporte.;B;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: solicitação de token por imagem.;solicitação de token por imagem;Alerta Vermelho;20;60;sim
